Number_of_Riders,Number_of_Drivers,Location_Category,Customer_Loyalty_Status,Number_of_Past_Rides,Average_Ratings,Time_of_Booking,Vehicle_Type,Expected_Ride_Duration,Historical_Cost_of_Ride,Weather,pickup_longitude,pickup_latitude,dropoff_longitude,dropoff_latitude
60,15,Suburban,Regular,95,4.84,Night,Economy,180,726.3339146,Cloudy,-73.962408,40.762803,-73.991603,40.749552
75,51,Rural,Regular,17,4.83,Night,Premium,79,283.4132788,Rainy,0,0,0,0
25,15,Suburban,Regular,88,4.68,Night,Premium,31,148.1864882,Rainy,-73.989017,40.753957,-73.996155,40.743557
46,31,Suburban,Gold,67,3.53,Night,Economy,61,158.5920931,Rainy,-73.959568,40.770792,-73.953365,40.767068
48,11,Urban,Regular,86,3.55,Evening,Economy,15,57.89462608,Sunny,-74.009723,40.706352,-73.985237,40.721999
51,6,Rural,Gold,64,4.57,Night,Economy,34,142.5577269,Sunny,-73.995338,40.725384,-73.97323,40.763248
68,23,Suburban,Gold,96,4.77,Night,Economy,105,359.1281131,Sunny,-73.997717,40.716875,-73.98093,40.729647
89,8,Suburban,Silver,18,3.83,Night,Economy,121,407.5520588,Sunny,-73.982192,40.731282,-74.004255,40.740512
84,55,Suburban,Regular,1,4.47,Night,Economy,146,487.3991192,Sunny,-73.99137,40.743938,-73.980389,40.760362
50,8,Rural,Regular,25,3.8,Afternoon,Premium,13,89.61312852,Rainy,-73.955519,40.78275,-73.961749,40.779522
99,40,Urban,Gold,26,4.83,Afternoon,Premium,151,510.6580782,Sunny,-74.00392,40.725627,-73.958464,40.772658
21,9,Urban,Gold,91,4.82,Night,Economy,47,171.6271186,Rainy,-73.978062,40.78295,-73.97527,40.753052
53,19,Suburban,Silver,54,3.84,Afternoon,Economy,132,520.5653406,Cloudy,-74.002622,40.730862,-73.97872,40.734486
60,16,Urban,Gold,68,4.23,Evening,Economy,108,458.0963268,Sunny,-73.789632,40.646612,-73.971857,40.749617
32,22,Suburban,Silver,9,4.68,Evening,Premium,135,530.1491564,Cloudy,-73.968177,40.755305,-73.991038,40.750542
51,25,Rural,Regular,21,4.43,Afternoon,Premium,38,200.2582591,Cloudy,-73.960807,40.772057,-73.961965,40.768595
22,5,Urban,Regular,75,4.39,Evening,Premium,19,128.0167602,Sunny,-73.988928,40.75366,-73.990377,40.736806
21,7,Rural,Regular,6,4.96,Night,Premium,180,836.1164186,Cloudy,-73.983107,40.750467,-73.991475,40.748925
55,21,Rural,Silver,49,4.59,Night,Economy,111,471.0890519,Rainy,-73.976417,40.752875,-73.961788,40.767967
42,31,Rural,Gold,32,4.75,Evening,Economy,12,50.64017558,Cloudy,-74.00644684,40.71900177,-73.99111938,40.74874878
86,26,Rural,Silver,31,3.69,Night,Economy,85,263.1611767,Cloudy,-73.991669,40.729632,-74.007887,40.740529
48,18,Rural,Silver,60,4.47,Night,Premium,124,524.1655595,Sunny,-73.988168,40.764413,-73.9988,40.745398
82,65,Urban,Gold,43,4.8,Evening,Premium,112,330.2265438,Rainy,-73.983912,40.746613,-73.950157,40.782218
63,48,Rural,Regular,88,4.09,Night,Economy,70,212.7407519,Sunny,-73.987745,40.75981,-73.941128,40.839093
44,24,Urban,Regular,83,3.61,Evening,Economy,13,48.92895254,Sunny,-74.68983078,40.19056355,-74.68983078,40.19056355
39,18,Suburban,Gold,78,4.21,Night,Economy,165,734.395119,Cloudy,-73.942319,40.754227,-73.992468,40.738115
23,7,Rural,Gold,98,4.35,Night,Economy,76,281.3395023,Cloudy,-74.00587,40.740207,-73.972522,40.760142
31,7,Rural,Silver,27,4.73,Night,Premium,141,476.2898578,Cloudy,-73.98117,40.770278,-73.974123,40.739837
44,7,Rural,Regular,55,3.66,Evening,Premium,103,490.3421583,Rainy,-73.982698,40.762237,-73.980417,40.754042
23,5,Urban,Gold,92,3.71,Evening,Economy,105,363.4447759,Cloudy,-73.970205,40.796457,-73.967635,40.80228
63,46,Urban,Silver,36,4.59,Night,Economy,18,49.83993576,Cloudy,-74.015023,40.709682,-73.998274,40.718254
25,15,Urban,Gold,15,4.18,Night,Premium,176,516.829559,Sunny,-73.96921,40.798035,-73.989627,40.757263
27,11,Rural,Regular,1,4.34,Evening,Economy,99,262.6864664,Cloudy,-73.981981,40.743291,-73.967377,40.75179
57,28,Urban,Gold,27,4.58,Night,Economy,107,423.5098574,Sunny,-73.884096,40.738277,-73.895686,40.740483
83,26,Suburban,Gold,77,3.62,Evening,Premium,74,373.9756358,Sunny,-74.010297,40.719687,-73.99651,40.732315
80,5,Suburban,Regular,53,3.67,Afternoon,Premium,48,184.2429447,Rainy,-73.985756,40.740838,-73.976372,40.765513
50,40,Rural,Silver,61,4.7,Afternoon,Premium,73,319.1109829,Rainy,-73.95198059,40.78456116,-73.95290375,40.78894043
84,8,Rural,Gold,21,4.63,Evening,Economy,172,549.2008068,Cloudy,-73.8708,40.7737,-73.982,40.6645
90,54,Rural,Regular,1,3.59,Night,Premium,87,427.8571629,Cloudy,-73.984917,40.751575,-73.989735,40.74074
28,9,Urban,Silver,68,4.82,Afternoon,Premium,43,164.3163905,Cloudy,-73.973032,40.758953,-73.975762,40.788843
97,64,Rural,Silver,62,3.52,Night,Premium,152,638.1340202,Sunny,-73.953347,40.775784,-73.985368,40.749675
99,22,Suburban,Silver,7,4.4,Night,Economy,39,131.4435872,Sunny,-73.976434,40.751824,-73.986996,40.763236
96,53,Rural,Regular,58,4.28,Night,Economy,21,55.6373708,Rainy,-73.906277,40.742427,-73.96454,40.756542
88,69,Rural,Gold,89,3.6,Afternoon,Premium,107,467.9274949,Rainy,-73.997156,40.73686,-73.977427,40.750318
53,17,Rural,Silver,78,4.03,Night,Premium,26,120.2471929,Sunny,-73.957105,40.777557,-73.978725,40.747468
28,14,Rural,Silver,77,3.58,Night,Economy,98,374.6551828,Cloudy,-73.967503,40.801276,-73.959116,40.774634
59,21,Rural,Regular,97,3.6,Night,Premium,67,269.4441402,Cloudy,-73.991349,40.723395,-73.993271,40.692409
50,27,Suburban,Gold,100,4.22,Night,Premium,173,685.6696936,Sunny,-73.977445,40.779315,-73.983982,40.761764
89,8,Urban,Gold,40,3.59,Night,Premium,151,528.0024896,Cloudy,-73.978697,40.764267,-73.983632,40.738192
83,34,Urban,Silver,96,4.71,Afternoon,Premium,176,812.0729939,Sunny,-73.978612,40.720011,-73.983926,40.740706
73,14,Urban,Gold,28,4.31,Afternoon,Economy,29,118.9730584,Rainy,-74.000032,40.738,-73.99169,40.722527
76,35,Suburban,Regular,8,4.89,Night,Premium,138,406.5899108,Cloudy,-74.005258,40.721484,-73.998208,40.722703
56,35,Rural,Silver,33,3.97,Night,Economy,47,134.7758295,Cloudy,-73.995388,40.743963,-73.993252,40.736909
40,20,Rural,Regular,11,4.4,Night,Economy,83,343.79852,Cloudy,-73.98882,40.71874,-73.95074,40.72582
27,6,Urban,Silver,92,3.73,Evening,Premium,125,460.2837625,Rainy,-73.992092,40.734517,-73.981213,40.73399
32,7,Urban,Regular,79,4.05,Night,Economy,83,306.3904612,Sunny,-74.006734,40.739843,-73.979104,40.763787
48,24,Urban,Silver,35,4.2,Evening,Premium,51,251.4211394,Cloudy,-73.96329,40.798763,-73.939785,40.823718
71,41,Urban,Gold,31,3.81,Night,Premium,140,614.6367132,Sunny,-73.970252,40.752538,-73.977447,40.762758
53,6,Rural,Silver,74,4.12,Evening,Economy,76,231.1651668,Sunny,-73.990336,40.718912,-73.98901,40.721514
87,44,Rural,Silver,61,3.87,Afternoon,Premium,16,117.7636645,Rainy,-73.787183,40.64116,-73.978843,40.764067
36,16,Urban,Regular,82,4.62,Night,Premium,72,253.4912438,Rainy,-73.98922,40.730067,-74.009237,40.70953
39,20,Rural,Gold,71,4.11,Night,Economy,111,404.5983992,Sunny,-73.992287,40.721032,-73.992287,40.721032
91,81,Rural,Gold,15,4.68,Afternoon,Premium,20,135.1772701,Sunny,-73.98245,40.775267,-74.002405,40.73445
31,18,Urban,Regular,46,4.86,Evening,Economy,128,360.8585507,Sunny,-73.983532,40.721912,-73.912703,40.762692
94,67,Suburban,Silver,34,4.64,Evening,Premium,64,231.3263185,Cloudy,-73.974492,40.783267,-73.958802,40.774815
83,18,Urban,Gold,12,4.98,Night,Economy,81,286.4092944,Rainy,-73.976644,40.752966,-73.985264,40.763099
34,9,Urban,Silver,65,4.69,Night,Premium,107,508.7118175,Sunny,-74.009337,40.705379,-74.003849,40.732725
32,6,Rural,Gold,75,4.47,Night,Premium,154,721.7212691,Rainy,-73.87088,40.773708,-73.96154,40.801282
22,7,Urban,Gold,15,3.53,Afternoon,Premium,180,552.2693747,Rainy,-73.978107,40.745749,-73.946984,40.788515
49,20,Rural,Silver,52,4.74,Night,Premium,162,510.6268914,Rainy,-73.97415924,40.75716019,-73.98499298,40.73643112
61,38,Urban,Silver,95,3.5,Evening,Economy,164,415.9794524,Cloudy,-73.865781,40.771111,-74.014136,40.709645
21,9,Urban,Gold,48,4.4,Night,Premium,152,660.059708,Rainy,-73.975595,40.74926,-73.987412,40.763632
40,18,Urban,Silver,16,4.59,Night,Premium,157,644.0445755,Sunny,-73.782002,40.644664,-73.920629,40.763044
22,6,Urban,Silver,82,4.3,Night,Premium,172,710.8843138,Cloudy,-73.977798,40.753232,-73.95404,40.770293
34,11,Suburban,Gold,66,4.59,Night,Economy,134,478.2001536,Sunny,-73.99101,40.730234,-74.010007,40.709905
56,31,Rural,Silver,9,4.79,Night,Premium,167,744.4180992,Sunny,-73.993418,40.720149,-73.789199,40.641738
93,36,Urban,Gold,60,4.63,Night,Economy,111,478.7697584,Cloudy,-74.00218,40.73957,-73.99155,40.7351
38,9,Suburban,Gold,57,4.26,Night,Premium,16,104.0560727,Sunny,-73.984266,40.728929,-73.987512,40.719978
76,26,Suburban,Silver,74,4.18,Afternoon,Premium,159,486.1839276,Rainy,-73.973548,40.792702,-73.980437,40.781382
47,24,Suburban,Silver,11,3.62,Evening,Premium,148,657.0936874,Sunny,-73.992253,40.763919,-73.99123,40.757765
64,10,Urban,Silver,62,4.98,Afternoon,Economy,38,96.30074138,Cloudy,-73.988807,40.757342,-74.000408,40.762372
56,10,Rural,Gold,28,3.8,Night,Economy,144,609.9082747,Rainy,-73.998974,40.739419,-73.979715,40.749374
44,25,Rural,Silver,32,4.43,Evening,Premium,154,502.1012063,Rainy,-73.99668121,40.74285126,-74.0029068,40.73371124
34,6,Rural,Regular,11,3.75,Night,Economy,179,465.7190585,Cloudy,0,0,0,0
45,18,Suburban,Silver,70,3.84,Evening,Economy,122,308.4359179,Sunny,-73.979931,40.750827,-73.995124,40.754703
31,7,Rural,Regular,22,4.88,Night,Premium,172,806.0212702,Cloudy,-74.01596,40.711217,-73.985665,40.763607
95,28,Rural,Regular,34,4.48,Afternoon,Economy,163,576.967572,Sunny,-73.999706,40.731067,-73.988034,40.728217
82,59,Rural,Regular,39,3.5,Evening,Premium,67,284.2944207,Rainy,-73.980897,40.769571,-73.998365,40.721179
95,38,Urban,Silver,39,3.71,Night,Premium,97,478.3662772,Cloudy,-74.006872,40.751167,-73.945538,40.774385
27,12,Suburban,Silver,1,4.93,Afternoon,Economy,41,119.4824,Cloudy,-73.98483,40.748045,-73.995267,40.730987
94,23,Suburban,Regular,71,4.15,Evening,Premium,154,532.5097779,Rainy,-73.977025,40.756801,-73.944349,40.800687
66,15,Urban,Silver,88,4.21,Afternoon,Premium,65,291.9008795,Sunny,-73.895172,40.748642,-73.977002,40.76613
40,6,Rural,Gold,37,4.75,Night,Premium,148,707.8553932,Cloudy,-73.982297,40.767673,-73.974092,40.74297
56,27,Suburban,Silver,62,4.74,Afternoon,Premium,129,435.7154538,Rainy,-73.987418,40.750096,-73.986692,40.768297
54,6,Suburban,Gold,48,4.26,Night,Economy,154,504.0841142,Cloudy,-73.95001,40.772178,-73.977867,40.742213
46,15,Suburban,Silver,96,4.69,Night,Premium,116,497.3770093,Rainy,-73.964344,40.77325,-73.975647,40.760655
65,16,Suburban,Silver,82,3.62,Afternoon,Premium,146,460.8002859,Rainy,-73.973263,40.760977,-73.964753,40.775518
96,48,Urban,Gold,11,4.19,Evening,Economy,79,272.4960776,Rainy,-73.992098,40.769398,-73.98441,40.740328
47,9,Suburban,Gold,88,4.06,Evening,Economy,93,246.9535423,Sunny,-73.988372,40.720093,-73.994188,40.71649
20,7,Urban,Silver,55,4.43,Evening,Economy,153,482.7422075,Rainy,-73.977881,40.754195,-73.985108,40.753559
94,57,Suburban,Regular,13,4.04,Night,Economy,60,205.4957596,Rainy,-73.985572,40.74397,-73.980057,40.75129
52,30,Suburban,Silver,25,3.67,Evening,Economy,142,531.6062153,Sunny,-74.001245,40.731355,-73.993055,40.683027
71,6,Suburban,Gold,48,4.05,Night,Economy,157,550.9983737,Cloudy,-73.98321,40.73495,-73.95357,40.788012
46,8,Rural,Gold,39,3.97,Afternoon,Premium,123,396.9586998,Rainy,-74.000399,40.747934,-73.982048,40.732195
53,40,Urban,Regular,13,3.79,Evening,Economy,118,318.2115758,Rainy,-74.006221,40.7061,-73.971143,40.76007
26,11,Urban,Regular,97,3.64,Night,Economy,141,427.0550612,Sunny,-73.974,40.747462,-74.00674,40.705578
100,46,Suburban,Gold,74,3.74,Night,Economy,171,448.3128535,Cloudy,-73.948439,40.782451,-73.943314,40.80214
74,38,Urban,Regular,95,5,Afternoon,Economy,167,455.4083399,Cloudy,-73.990858,40.745529,-74.006083,40.74133
53,5,Rural,Gold,100,4.46,Evening,Premium,33,179.1708197,Rainy,-73.949593,40.77309,-73.967725,40.751837
75,63,Urban,Gold,24,4.18,Night,Economy,29,104.1858826,Rainy,-73.970437,40.796736,-73.979589,40.777605
44,9,Suburban,Regular,54,4.2,Night,Premium,13,91.67748869,Rainy,-73.979852,40.759752,-73.997613,40.756408
76,60,Suburban,Regular,81,3.6,Afternoon,Premium,72,264.0857364,Sunny,-73.968275,40.761955,-73.992005,40.714867
88,18,Suburban,Silver,80,4.83,Afternoon,Economy,109,424.6569323,Sunny,-73.983719,40.755168,-73.971353,40.76516
54,35,Rural,Gold,95,4.98,Afternoon,Premium,61,218.9504185,Sunny,-73.993082,40.69278,-73.795182,40.644532
49,30,Urban,Regular,7,3.97,Night,Premium,77,248.1703336,Cloudy,-73.997654,40.73774,-73.999801,40.731219
25,8,Urban,Silver,11,4,Night,Economy,109,422.4367392,Rainy,-73.99601,40.73284,-73.95493,40.76548
36,18,Suburban,Gold,15,4.21,Night,Economy,86,280.5240757,Rainy,-73.941632,40.791692,-73.971627,40.757502
42,25,Suburban,Silver,44,4.99,Night,Premium,122,565.9834811,Sunny,-73.978283,40.759693,-73.995888,40.737338
29,14,Rural,Gold,2,4.69,Evening,Premium,180,828.2131346,Rainy,-73.983522,40.76772,-73.977897,40.74903
52,16,Urban,Silver,63,4.13,Night,Economy,49,132.8468058,Rainy,-73.982874,40.738806,-73.991939,40.744409
37,6,Rural,Gold,59,4.73,Afternoon,Economy,20,86.17345484,Rainy,-73.996892,40.749168,-73.993742,40.75192
91,17,Rural,Gold,21,4.84,Night,Premium,149,545.3868063,Rainy,-74.003949,40.725542,-74.001127,40.741686
29,8,Rural,Silver,79,4.26,Night,Premium,133,531.0619846,Sunny,-73.968472,40.755202,-73.97803,40.729333
62,45,Rural,Regular,87,4.74,Night,Premium,20,108.6023565,Rainy,-74.010438,40.709375,-73.985619,40.732676
69,7,Urban,Regular,51,4.56,Night,Premium,103,462.6630441,Rainy,-73.990712,40.736558,-73.995907,40.73083
32,14,Suburban,Silver,80,3.56,Night,Premium,80,254.9510771,Rainy,-73.988242,40.754127,-73.991782,40.749732
78,31,Urban,Gold,6,3.78,Afternoon,Premium,64,271.012665,Cloudy,-73.985183,40.738975,-74.009553,40.72278
53,10,Rural,Silver,10,3.58,Afternoon,Economy,168,424.4884285,Rainy,-73.978791,40.683594,-73.988495,40.731397
60,50,Suburban,Silver,54,4.57,Night,Premium,38,151.7772865,Cloudy,-73.991592,40.750019,-73.978977,40.762163
97,58,Urban,Gold,1,4.11,Night,Premium,83,383.0749064,Rainy,-73.982667,40.762567,-73.988975,40.692525
87,77,Urban,Gold,12,3.56,Evening,Premium,11,97.78450586,Cloudy,-74.002193,40.733706,-73.968568,40.678262
74,20,Rural,Silver,68,4.36,Evening,Economy,32,119.5940733,Cloudy,-73.969515,40.758923,-73.960277,40.769655
90,58,Urban,Gold,1,4.7,Night,Premium,21,126.5727707,Cloudy,-73.971162,40.761475,-73.979788,40.748631
21,8,Rural,Regular,69,4.24,Night,Premium,176,829.5343799,Cloudy,-73.96983337,40.78557968,-73.95078278,40.77157974
70,35,Urban,Silver,35,4.9,Evening,Premium,108,418.8153495,Cloudy,-73.964052,40.773638,-73.97367,40.747767
37,7,Suburban,Regular,1,3.92,Afternoon,Economy,62,233.2131028,Cloudy,-73.970813,40.758012,-73.983345,40.741277
30,11,Rural,Gold,93,3.56,Evening,Premium,155,701.1414725,Sunny,-73.978953,40.736243,-73.960223,40.764642
64,22,Urban,Regular,26,4.24,Afternoon,Premium,115,388.7296675,Sunny,-73.974052,40.763692,-73.954813,40.769917
40,23,Urban,Silver,6,3.96,Evening,Economy,178,528.6080729,Sunny,-73.985018,40.758452,-73.975665,40.762532
28,18,Urban,Gold,100,3.62,Night,Premium,92,382.0384386,Cloudy,-73.992683,40.75822,-74.00057,40.747287
85,19,Rural,Gold,17,3.69,Night,Economy,164,587.3312643,Cloudy,-73.99339,40.757479,-74.004417,40.717088
92,77,Urban,Gold,100,4.26,Evening,Economy,47,167.7398193,Sunny,-73.99364,40.746775,-73.975835,40.733528
93,56,Suburban,Regular,56,4.65,Afternoon,Premium,86,304.8360145,Rainy,-73.97119904,40.76163864,-73.94289398,40.72695541
36,25,Rural,Regular,26,3.57,Night,Economy,122,354.154098,Cloudy,-74.003028,40.73128,-73.995854,40.742541
94,50,Suburban,Regular,88,4.95,Evening,Premium,49,250.4603273,Rainy,-73.98083,40.764102,-73.985863,40.75846
27,8,Rural,Gold,48,4.18,Night,Economy,167,495.2197782,Sunny,-73.963302,40.771868,-73.993812,40.731875
86,41,Rural,Regular,96,4.5,Night,Premium,68,301.5483736,Sunny,-73.994146,40.756487,-73.953209,40.78829
22,11,Rural,Regular,39,4.63,Afternoon,Economy,101,433.0345436,Rainy,-73.97782,40.763892,-73.982805,40.731477
95,56,Rural,Silver,86,3.79,Night,Premium,147,671.4712089,Cloudy,-73.993284,40.724412,-73.99637,40.725585
99,89,Urban,Silver,63,4.84,Night,Economy,16,49.71329086,Sunny,-73.97492,40.746225,-73.987002,40.732437
22,8,Rural,Regular,4,4.84,Night,Economy,122,408.12977,Sunny,-73.991032,40.760662,-73.990542,40.74426
100,85,Suburban,Silver,59,4.46,Afternoon,Economy,110,329.4837131,Sunny,-73.97473907,40.76264954,-73.90691376,40.75881195
61,38,Rural,Silver,100,4.34,Afternoon,Premium,78,383.3178042,Rainy,-73.99689,40.75265,-73.973998,40.759762
33,18,Suburban,Gold,7,4.01,Evening,Economy,105,313.068157,Sunny,-74.002613,40.740025,-73.984355,40.736992
39,22,Rural,Gold,63,3.87,Afternoon,Premium,170,706.6896359,Sunny,-73.988243,40.748504,-73.971179,40.764268
37,5,Urban,Silver,75,3.88,Afternoon,Premium,26,142.6153122,Sunny,-73.985863,40.721341,-74.008023,40.712216
95,53,Suburban,Silver,6,4.01,Night,Premium,158,708.8224028,Rainy,-73.966165,40.754057,-73.960762,40.775642
28,6,Suburban,Gold,54,4.03,Night,Premium,168,593.065918,Sunny,-73.9919,40.770633,-73.975327,40.75605
66,17,Urban,Gold,84,4.47,Evening,Economy,139,604.3834015,Cloudy,-73.983114,40.730749,-73.96939,40.752817
60,11,Suburban,Gold,18,4.29,Afternoon,Economy,26,100.2582627,Cloudy,-73.980437,40.763981,-73.976916,40.748583
94,34,Suburban,Gold,99,4.54,Night,Premium,155,685.7612505,Rainy,-74.000365,40.737137,-73.977175,40.750438
63,12,Urban,Silver,54,4.47,Afternoon,Premium,140,446.4130123,Cloudy,-73.98257,40.77529,-73.972333,40.759702
38,8,Suburban,Silver,59,4.44,Evening,Premium,75,291.1079368,Rainy,-74.004414,40.730771,-74.015691,40.714404
35,21,Suburban,Silver,13,4.14,Night,Premium,36,193.6423939,Sunny,0,0,0,0
83,64,Suburban,Gold,78,4.01,Afternoon,Economy,109,304.52613,Sunny,-73.975879,40.751657,-73.971971,40.746289
62,14,Rural,Silver,33,4.23,Night,Premium,85,386.8349333,Sunny,-73.959167,40.783177,-73.972757,40.755675
88,48,Urban,Gold,52,4.52,Evening,Economy,92,230.8325858,Rainy,-73.974503,40.754298,-73.991442,40.755585
68,11,Rural,Silver,89,3.66,Afternoon,Economy,93,333.9106727,Sunny,-73.981067,40.752648,-73.990523,40.761217
84,64,Urban,Regular,34,4.13,Afternoon,Premium,99,353.8098039,Sunny,-73.976258,40.744047,-74.001957,40.739503
40,10,Urban,Regular,60,3.87,Evening,Premium,79,293.1981343,Sunny,-74.00642,40.75115,-73.988482,40.730562
93,20,Urban,Regular,38,4.78,Night,Premium,144,447.0830688,Cloudy,-73.986205,40.752142,-74.001147,40.746702
57,44,Urban,Gold,78,3.53,Afternoon,Economy,153,584.888885,Rainy,-73.978181,40.764811,-73.986017,40.768079
67,16,Suburban,Gold,24,4.52,Afternoon,Premium,150,488.1872512,Sunny,-73.982366,40.768264,-73.96236,40.776516
68,16,Urban,Silver,91,4.49,Evening,Economy,77,246.7577555,Cloudy,-73.979035,40.762925,-73.976403,40.73353
38,22,Urban,Gold,60,3.6,Night,Premium,104,312.1731588,Sunny,-73.985948,40.770424,-73.987505,40.77954
49,28,Urban,Silver,61,3.9,Afternoon,Premium,172,576.2811193,Cloudy,-73.97750092,40.76401138,-73.98062897,40.77083206
98,59,Urban,Regular,55,4.6,Night,Economy,100,381.3912054,Cloudy,-73.970098,40.762477,-73.906882,40.768595
47,9,Suburban,Gold,38,4.06,Night,Economy,141,543.7702542,Cloudy,-73.95892,40.763562,-73.957035,40.774092
27,11,Urban,Regular,97,4.78,Afternoon,Premium,137,472.5224038,Cloudy,-74.004038,40.725483,-73.989233,40.736567
59,29,Urban,Regular,68,4.4,Evening,Premium,88,286.0589701,Rainy,-73.981805,40.763908,-73.988775,40.759852
56,20,Urban,Regular,74,4.05,Afternoon,Economy,25,88.95619552,Rainy,-73.993171,40.733678,-73.977275,40.751754
50,39,Urban,Gold,62,3.95,Night,Premium,135,646.9811779,Cloudy,-74.001157,40.746572,-74.003719,40.738177
93,37,Urban,Gold,37,4.75,Evening,Economy,76,292.9246564,Rainy,-73.96605,40.768277,-73.977176,40.759488
46,22,Rural,Regular,97,3.51,Night,Economy,100,395.7698468,Cloudy,-73.966071,40.756355,-73.94635,40.781386
56,19,Suburban,Silver,16,4.46,Afternoon,Premium,86,279.6798101,Cloudy,-73.995805,40.726477,-73.940497,40.726027
37,16,Suburban,Gold,8,4.5,Afternoon,Economy,46,192.5029774,Cloudy,-73.979537,40.743677,-73.977412,40.749562
85,58,Urban,Regular,85,4.1,Evening,Premium,92,351.7702933,Sunny,-74.001717,40.740792,-73.968145,40.675112
27,7,Urban,Regular,89,3.6,Night,Premium,120,555.4019371,Rainy,-73.969435,40.753427,-73.968498,40.764487
44,16,Rural,Silver,31,3.96,Evening,Premium,122,395.378157,Rainy,-73.954208,40.787314,-73.970036,40.794831
75,51,Suburban,Regular,68,3.65,Night,Premium,66,261.5103068,Cloudy,-73.997487,40.75626,-73.997489,40.756266
21,11,Urban,Gold,46,3.84,Night,Economy,103,397.5648404,Sunny,-73.974263,40.756399,-73.985619,40.759571
42,29,Suburban,Silver,67,4.59,Night,Premium,153,735.2764383,Sunny,-73.973683,40.755163,-73.976832,40.755461
25,15,Suburban,Silver,100,4.9,Evening,Premium,94,289.4570095,Rainy,-74.001305,40.73606,-73.98923,40.726242
67,46,Suburban,Regular,92,4.72,Night,Economy,32,97.67500136,Sunny,-73.975317,40.76298,-73.98992,40.751895
29,6,Suburban,Silver,24,4.37,Night,Economy,50,197.4639216,Sunny,-73.980617,40.765332,-73.985078,40.778092
100,70,Urban,Gold,42,4.9,Evening,Premium,167,762.8822843,Cloudy,-73.984713,40.736248,-73.974629,40.753659
37,10,Suburban,Gold,27,4.26,Night,Economy,143,512.4493927,Sunny,-73.993792,40.720175,-73.928287,40.692878
31,14,Urban,Gold,37,4.3,Evening,Premium,103,484.4661864,Sunny,-73.95313,40.786002,-73.997822,40.751197
49,12,Suburban,Silver,30,4.37,Night,Premium,84,353.0184088,Cloudy,-73.981397,40.768845,-73.950078,40.805537
42,19,Rural,Regular,56,4.84,Afternoon,Premium,144,539.7316715,Sunny,-73.984776,40.757071,-74.001729,40.719548
61,5,Rural,Regular,48,4.15,Night,Economy,29,114.1636548,Cloudy,-74.001722,40.715595,-73.97888,40.71994
24,7,Suburban,Gold,85,4.36,Evening,Economy,169,521.408046,Cloudy,-73.97322083,40.75815964,-73.96965027,40.76858902
20,10,Rural,Regular,18,4.28,Afternoon,Premium,123,450.3878805,Cloudy,-73.99788,40.725739,-73.952744,40.782812
22,9,Urban,Silver,36,4.51,Afternoon,Premium,10,82.69156896,Sunny,-73.981155,40.781045,-73.870442,40.773607
98,87,Suburban,Regular,59,4.26,Night,Economy,13,34.57409278,Cloudy,-73.994576,40.740298,-73.99072,40.748133
30,14,Urban,Silver,64,4.45,Night,Economy,147,535.1718879,Cloudy,-74.001217,40.727782,-73.973493,40.764545
32,13,Urban,Regular,75,4.56,Afternoon,Premium,111,333.4011668,Sunny,-73.953181,40.771459,-73.954533,40.768331
22,12,Urban,Silver,49,4.88,Evening,Premium,35,179.8388199,Cloudy,-73.988171,40.769606,-73.977268,40.736354
62,8,Urban,Silver,13,4.2,Evening,Premium,65,241.9912178,Sunny,-73.777117,40.645058,-74.155763,40.579618
51,27,Urban,Gold,8,4.31,Evening,Economy,92,369.3803924,Sunny,-73.95463,40.774181,-73.985584,40.738417
85,74,Suburban,Regular,82,3.92,Afternoon,Premium,177,704.3001292,Rainy,-73.972529,40.785886,-73.989932,40.772345
28,9,Urban,Silver,26,3.95,Evening,Premium,114,466.9720738,Rainy,-73.987023,40.754192,-73.978762,40.739462
93,70,Suburban,Silver,21,3.81,Afternoon,Economy,12,41.12164472,Cloudy,-73.990245,40.756412,-73.975517,40.755947
36,9,Suburban,Silver,53,4.46,Evening,Premium,127,404.0297998,Sunny,-73.995768,40.738731,-73.978423,40.750553
80,22,Rural,Gold,17,4.4,Night,Economy,141,423.754418,Cloudy,-73.981388,40.748895,-73.981027,40.748597
60,24,Rural,Regular,18,4.16,Night,Premium,45,165.7246625,Sunny,-73.966487,40.752823,-73.973162,40.756292
97,45,Urban,Silver,90,3.71,Night,Premium,151,578.8213878,Cloudy,-73.98902,40.727061,-73.982139,40.741769
53,14,Suburban,Silver,24,3.99,Night,Premium,161,707.4493979,Sunny,-73.9899,40.7155,-73.9949,40.721
79,22,Rural,Silver,53,3.96,Afternoon,Premium,126,542.809573,Rainy,-73.967973,40.765488,-74.004423,40.730608
44,24,Urban,Silver,55,4.08,Night,Premium,137,513.9900767,Rainy,-73.96250916,40.77909851,-73.96694183,40.76826096
34,12,Suburban,Regular,3,4.83,Evening,Premium,62,298.35562,Cloudy,-73.99085,40.736452,-74.001849,40.717034
55,12,Urban,Silver,96,4.66,Night,Premium,48,183.2701657,Cloudy,-73.976289,40.744891,-73.950456,40.645129
49,29,Suburban,Regular,35,4.8,Afternoon,Premium,160,468.3069202,Cloudy,-73.873232,40.774007,-73.987923,40.752262
72,54,Rural,Regular,68,3.85,Night,Economy,74,220.4983368,Cloudy,-73.990073,40.732702,-73.949058,40.785567
72,27,Urban,Gold,76,3.97,Night,Premium,70,265.9466151,Sunny,-73.998662,40.745132,-74.015865,40.715147
